1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500
2000,1861,1719,1524,1419,1256,1096,984,801,619,462,1890,1707,1549,1399,1283,1095,897,770,581,401,1889,1768,1645,1526,1404,1258,1108,946,818,661,473,1890,1731,1583,1401,1246,1067,919,715,564,410,1889,1768,1573,1451,1251,1101,938,784,648,499,1890,1751,1622,1500,1311,1152,986,848,658,523,406,1889,1768,1564,1361,1161,999,858,702,538,406,1889,1783,1617,1425,1284,1118,937,741,591,482,1890,1776,1669,1493,1318,1128,935,748,600,439,1889,1748,1565,1407,1263,1114,993,841,718,525,389,1888,1689,1558,1428,1304,1179,1048,896,778,639,451,1890,1752,1549,1377,1188,1060,939,768,663,463,1890,1722,1585,1430,1228,1037,856,702,544,376,1888,1771,1607,1417,1253,1063,920,788,657,543,400,1888,1699,1522,1390,1240,1057,863,744,609,480,1890,1737,1618,1502,1353,1184,990,789,592,417,1889,1746,1625,1462,1305,1171,982,826,652,465,1890,1729,1571,1447,1329,1146,1023,829,695,573,443,1889,1753,1617,1487,1323,1144,1016,837,673,508,377,1888,1758,1604,1477,1343,1193,1057,922,724,598,455,1890,1777,1642,1530,1365,1218,1036,925,797,653,547,351,1888,1702,1533,1411,1232,1115,996,827,624,505,376,1888,1729,1622,1497,1327,1181,995,890,726,579,413,1889,1707,1594,1420,1261,1104,964,826,654,493,1890,1758,1576,1393,1219,1020,824,717,602,407,1889,1723,1521,1371,1254,1059,895,765,630,488,1890,1721,1571,1414,1249,1094,932,823,639,450,1889,1690,1570,1401,1208,1084,949,763,596,458,1890,1697,1587,1480,1315,1189,1038,920,809,660,526,388,1888,1749,1584,1473,1278,1113,920,720,590,483,1890,1776,1653,1509,1394,1200,1003,810,657,547,397,1888,1734,1625,1478,1303,1117,933,748,609,462,1890,1776,1577,1437,1249,1093,924,773,598,462,1890,1712,1530,1392,1189,1007,807,637,514,344,1887,1721,1544,1426,1279,1117,951,830,635,460,1890,1706,1556,1448,1265,1068,866,718,580,436,1889,1712,1538,1405,1215,1098,902,792,654,491,1890,1693,1578,1377,1180,1031,857,709,527,373,1888,1769,1658,1456,1324,1209,1009,872,757,608,415,1889,1749,1572,1402,1251,1093,907,767,629,427,1889,1718,1581,1383,1240,1117,944,821,660,471,1890,1759,1563,1384,1276,1117,950,800,692,563,420,1889,1768,1628,1428,1309,1163,994,844,687,517,347,1887,1692,1493,1329,1127,984,793,607,440,1889,1765,1633,1504,1303,1185,1027,918,764,573,464,1890,1698,1545,1421,1275,1123,933,786,589,432,1889,1718,1558,1409,1300,1102,942,826,632,487,1890,1759,1650,1480,1326,1181,1023,893,785,604,417
2000,3200,4400,6431,7631,9590,10790,11990,13908,15108,17210,-59690,-58490,-56485,-55285,-53253,-52053,-49875,-48675,-46725,-45525,-125475,-124275,-123075,-121875,-119752,-117669,-116469,-115269,-113231,-112031,-110831,-187181,-185981,-184781,-183581,-182381,-181181,-179981,-178028,-176828,-175628,-255128,-252990,-251790,-250590,-248613,-247413,-246213,-244219,-243019,-241819,-316869,-315669,-313636,-311697,-309777,-308577,-307377,-306177,-304977,-303777,-301779,-381479,-380279,-379079,-377879,-375792,-374592,-373392,-371478,-370278,-368374,-448074,-446170,-444970,-442833,-441633,-440433,-439233,-437306,-436106,-434906,-510806,-508702,-507502,-505413,-503338,-502138,-500178,-498978,-497778,-496578,-574628,-573428,-572228,-571028,-569828,-568628,-567428,-565362,-564162,-562962,-561762,-642312,-641112,-639912,-638712,-637512,-636312,-634304,-633104,-631904,-630704,-629504,-706954,-705754,-703660,-702460,-701260,-700060,-698860,-697660,-695617,-694417,-771267,-770067,-768119,-766919,-765719,-763529,-762329,-761129,-759929,-757994,-839194,-837248,-836048,-833851,-832651,-831451,-830251,-829051,-827851,-826651,-824659,-904659,-903459,-901325,-900125,-898925,-896909,-895709,-893733,-892533,-891333,-967333,-966133,-964933,-963733,-962533,-961333,-960133,-958933,-957733,-956533,-1035683,-1033777,-1032577,-1030383,-1029183,-1027983,-1026783,-1024619,-1023419,-1022219,-1098969,-1097769,-1096569,-1095369,-1094169,-1092969,-1091769,-1089668,-1087705,-1086505,-1084575,-1162425,-1161225,-1160025,-1157929,-1156729,-1155529,-1153347,-1152147,-1150225,-1149025,-1147825,-1228975,-1227775,-1226575,-1225375,-1223263,-1222063,-1220863,-1219663,-1218463,-1217263,-1216063,-1293313,-1292113,-1289952,-1288752,-1286777,-1284718,-1282711,-1280592,-1279392,-1277429,-1276229,-1274148,-1356598,-1354688,-1352740,-1350716,-1349516,-1348316,-1346371,-1344457,-1343257,-1341229,-1339144,-1420344,-1419144,-1417239,-1416039,-1413999,-1412799,-1411599,-1410399,-1409199,-1407014,-1405004,-1484354,-1482176,-1480008,-1478808,-1477608,-1476408,-1475208,-1473283,-1472083,-1470172,-1545522,-1543415,-1542215,-1540285,-1539085,-1537885,-1536685,-1535485,-1534285,-1532163,-1611813,-1609768,-1607626,-1605723,-1604523,-1602527,-1601327,-1599301,-1598101,-1596901,-1672501,-1671301,-1669252,-1667164,-1665964,-1664764,-1663564,-1662364,-1661164,-1659964,-1737464,-1736264,-1735064,-1732872,-1731672,-1730472,-1728324,-1727124,-1725924,-1724724,-1801824,-1800624,-1799424,-1797488,-1796288,-1795088,-1793888,-1791826,-1790626,-1789426,-1788226,-1787026,-1867626,-1865503,-1863547,-1861476,-1860276,-1859076,-1857084,-1855884,-1854684,-1853484,-1929334,-1928134,-1926934,-1925734,-1924534,-1923334,-1922134,-1920934,-1919734,-1918534,-1916556,-1996706,-1994708,-1993508,-1991337,-1990137,-1988937,-1987737,-1985832,-1984632,-1982584,-2059484,-2058284,-2057084,-2054889,-2052913,-2051713,-2050513,-2049313,-2048113,-2046913,-2123813,-2122613,-2120506,-2119306,-2117197,-2115256,-2114056,-2111990,-2110790,-2109590,-2192390,-2191190,-2189990,-2188790,-2186845,-2185645,-2184445,-2183245,-2182045,-2179970,-2256970,-2255770,-2254570,-2253370,-2251287,-2250087,-2248071,-2246871,-2245671,-2244471,-2322671,-2321471,-2320271,-2319071,-2317871,-2315970,-2314770,-2313570,-2311522,-2309334,-2384784,-2383584,-2381426,-2379434,-2378234,-2377034,-2374876,-2373676,-2371702,-2370502,-2451852,-2450652,-2448687,-2447487,-2446287,-2444181,-2442981,-2440939,-2438996,-2437796,-2435872,-2515122,-2513922,-2512722,-2511522,-2510322,-2509122,-2507922,-2506722,-2504795,-2503595,-2582245,-2581045,-2579845,-2578645,-2576476,-2575276,-2574076,-2572876,-2571676,-2570476,-2646926,-2645726,-2643538,-2642338,-2640288,-2638268,-2637068,-2635136,-2633936,-2631922,-2630722,-2709722,-2707781,-2706581,-2705381,-2704181,-2702981,-2701781,-2700581,-2698561,-2697361,-2696161,-2778811,-2777611,-2775500,-2773353,-2771443,-2769256,-2768056,-2766856,-2764709,-2842709,-2841509,-2839362,-2837263,-2835229,-2833328,-2832128,-2830928,-2829728,-2828528,-2827328,-2904128,-2902928,-2900859,-2899659,-2898459,-2896466,-2895266,-2894066,-2892866,-2891666,-2970066,-2968866,-2966731,-2965531,-2964331,-2963131,-2961931,-2960731,-2958642,-2957442,-3033092,-3031892,-3030692,-3029492,-3028292,-3027092,-3024918,-3022941,-3021741,-3019738,-3017796
