1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1200,1200,1200,1982,2064,2144,1200,1200,2083,2099,0,2057,1968,2024,1200,1200,1200,1200,1200,1200,1200,0,2031,1200,1200,1200,1200,1910,2110,1200,1200,1919,0,1200,1200,1200,1200,1200,1200,1200,1200,0,1200,2104,1200,1200,1200,1200
0,0,0,0,0,0,0,0,0,0,1517,0,0,0,0,0,0,0,0,0,0,1658,0,0,0,0,0,0,0,0,0,0,1642,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,0
