1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,0,0,0,0,0,0,0,0,0,1613,0,0,0,0,0,0,0,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,1646,0,0,0,0,0,0,0,0,0,1540,0,0,0,0,0
161,183,124,156,178,195,149,150,120,197,112,113,155,178,200,122,121,180,172,112,106,111,113,141,169,188,187,117,119,186,144,171,112,191,162,148,137,164,173,190,153,110,110,113,142,129,192,108
6964,4165,4093,8097,3897,6693,6518,4578,7322,5212,0,2138,1060,2662,4481,9408,6832,1648,6418,9743,5985,0,2355,2667,6563,5576,5518,6089,1599,3519,8599,7304,0,3585,9806,3728,1313,8294,7531,9916,7716,6360,0,1661,4443,6695,4205,7617
