1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1200,1200,1200,1982,2064,2144,1200,1200,2083,2099,0,2057,1968,2024,1200,1200,1200,1200,1200,1200,1200,0,2031,1200,1200,1200,1200,1910,2110,1200,1200,1919,0,1200,1200,1200,1200,1200,1200,1200,1200,0,1200,2104,1200,1200,1200,1200
0,0,0,0,0,0,0,0,0,0,1517,0,0,0,0,0,0,0,0,0,0,1658,0,0,0,0,0,0,0,0,0,0,1642,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1517,0,0,0,0,0,0,0,0,0,0,1658,0,0,0,0,0,0,0,0,0,0,1642,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,0
199,126,204,125,116,129,180,157,141,140,110,191,146,185,123,184,132,172,115,133,167,113,125,128,112,154,193,143,132,172,188,182,112,173,198,191,108,200,170,172,196,110,192,199,143,181,109,181
5873,6258,3844,7829,8641,9448,4986,4867,8839,8999,0,8573,7688,8243,1862,2359,2086,3039,6784,1284,3509,0,8318,6781,4001,6504,6136,7109,9104,6268,3789,7193,0,3793,3098,5559,5368,2856,5650,2172,2476,0,4521,9048,2681,5089,2092,5618
