1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
9431,16226,19064,27660,36949,38008,44833,48902,57153,66345,68243,66593,73796,77269,81036,83891,85967,91797,96691,100764,103354,105840,104170,112453,122244,128971,130007,139016,143500,145165,146387,152901,157120,158223,156627,165470,171554,175291,180363,187190,194691,202768,204731,213347,211737,213189,222849,226475
92167,158917,186097,269998,360760,370150,437200,476690,557175,646976,664756,664756,734866,768396,804866,832216,851776,908876,956616,996146,1020846,1044506,1044506,1125308,1221039,1287109,1296269,1384259,1427899,1443349,1454369,1518309,1559299,1569129,1569129,1655475,1715115,1751285,1800805,1867875,1940935,2019698,2038128,2122227,2122227,2135547,2229981,2265041
