1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1200,1200,1200,1200,1200,1200,1200,2125,2039,2015,2054,0,1200,1200,1200,1200,2011,1200,1200,2154,1200,1200,0,1200,2190,1200,1200,1200,2133,1200,1200,1200,0,1200,1200,1200,1983,1200,1200,1200,1200,1200,1918,0,1200,1200,1200,1200
0,0,0,0,0,0,0,0,0,0,0,1671000,0,0,0,0,0,0,0,0,0,0,1617000,0,0,0,0,0,0,0,0,0,1508000,0,0,0,0,0,0,0,0,0,0,1668000,0,0,0,0
