1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,0,0,0,0,0,0,0,0,0,1610,0,0,0,0,0,0,0,0,0,0,1526,0,0,0,0,0,0,0,0,0,0,1675,0,0,0,0,0,0,0,0,0,1537,0,0,0,0,0
193,115,183,201,169,132,167,151,176,123,112,149,122,142,149,105,132,151,127,135,202,110,138,179,111,150,125,116,197,182,189,178,113,173,202,202,189,125,131,105,108,189,110,191,150,109,157,130
8064,6875,7086,5782,7151,2299,1340,7931,5613,5467,0,8032,7420,9124,8938,4949,7570,8946,6407,2044,5256,0,3755,4551,1985,6467,9686,7606,5367,1680,5963,5639,0,8549,1220,6734,7446,9903,7715,7302,3311,1454,0,9924,2296,4242,8660,1776
