1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500
2000,1843,1699,1512,1371,1227,1114,1000,837,650,517,315,1887,1748,1598,1419,1299,1099,942,820,631,498,1890,1777,1653,1484,1327,1210,1051,926,808,676,550,386,1888,1702,1523,1325,1194,1006,826,670,495,1890,1745,1600,1411,1301,1123,968,801,615,431,1889,1782,1649,1504,1313,1109,993,885,756,555,370,1888,1753,1581,1459,1291,1144,944,802,612,442,1889,1724,1612,1449,1314,1182,1044,850,651,525,391,1888,1767,1577,1452,1332,1172,1063,871,669,517,380,1888,1707,1593,1447,1283,1157,977,813,644,473,1890,1765,1607,1420,1248,1053,887,746,592,418,1889,1769,1570,1444,1333,1217,1044,908,772,618,498,1890,1700,1504,1367,1252,1055,919,811,629,496,1890,1710,1510,1387,1263,1104,966,793,652,448,1889,1747,1553,1382,1273,1075,921,718,586,436,1889,1776,1598,1401,1217,1052,859,725,569,403,1889,1741,1549,1385,1181,1010,829,659,499,1890,1717,1549,1346,1199,1044,897,751,591,486,1890,1729,1542,1360,1252,1102,964,829,681,553,376,1888,1769,1582,1443,1300,1128,983,848,649,475,1890,1766,1591,1455,1263,1093,933,788,606,448,1889,1711,1576,1420,1293,1114,911,752,642,485,1890,1778,1639,1442,1311,1176,1023,827,659,554,354,1888,1759,1561,1426,1247,1137,1029,848,665,482,1890,1710,1546,1395,1194,1075,891,772,649,494,1890,1767,1641,1439,1275,1081,925,723,553,376,1888,1772,1624,1433,1245,1131,974,859,664,555,361,1888,1709,1587,1480,1290,1147,1006,820,636,439,1889,1726,1551,1375,1235,1040,870,717,576,416,1889,1754,1633,1463,1349,1191,1010,887,725,614,453,1890,1706,1507,1313,1199,1013,883,713,522,409,1889,1763,1586,1386,1262,1125,956,847,709,554,357,1888,1717,1578,1389,1250,1087,918,782,638,531,329,1887,1746,1558,1436,1291,1134,1010,900,712,543,405,1889,1772,1605,1473,1363,1256,1148,953,843,667,558,427,1889,1763,1639,1441,1246,1125,928,793,599,437,1889,1712,1562,1414,1251,1094,911,767,566,370,1888,1780,1626,1488,1315,1135,947,821,695,552,404,1889,1692,1532,1333,1208,1016,844,710,559,423,1889,1756,1590,1398,1206,1003,815,677,529,341,1887,1781,1664,1544,1409,1275,1080,938,749,585,410,1889,1687,1511,1365,1238,1039,880,743,586,411,1889,1776,1638,1483,1338,1196,1012,826,622,454,1890,1756,1608,1408,1204,1005,872,742,558,451,1890,1695,1542,1413,1211,1018,878,728,527,407,1889,1758,1626,1423,1270,1149,1040,895,773,662,459,1890,1694,1529,1334,1182,1064,920,787,673,546,428,1889,1701,1569,1397,1225,1029,826,712,531,337,1887
2000,3200,4400,6585,7785,8985,10185,11385,13348,14548,15748,16948,11893,13093,15129,17207,18407,19607,21599,22799,23999,25199,20693,21893,23093,25162,26362,27562,28762,29962,31967,33167,34367,36338,31496,32696,33896,35096,36296,38354,40275,41475,42675,38160,40196,41396,43435,44635,45835,47035,49195,51129,52329,47622,49784,51696,52896,54814,56014,57214,58414,60364,61564,62764,57874,59074,60274,61474,62674,63874,65074,66274,67474,68674,64000,66116,67316,68516,70472,71672,72872,74072,75272,77181,78381,73554,74754,76677,77877,79077,81044,83162,85072,86272,87472,88672,83812,85012,86212,88373,89573,90773,91973,93882,95082,97201,92620,94655,96776,97976,100098,101298,103271,104471,106555,108564,103818,105018,106218,108119,109319,111331,112531,113731,115844,117044,119026,114520,116601,117801,119893,121093,123213,125164,126364,127564,128764,124252,125452,127457,128657,129857,131057,132257,133457,134657,136630,131974,133174,134374,135574,137696,138896,140096,141296,143485,145603,140911,142875,144075,145275,146475,147675,148875,150075,151995,153962,149171,150371,151571,152771,153971,155171,156371,157571,158771,154268,155468,156668,158822,160779,161979,163179,164379,166375,167575,163033,165110,166310,167510,169449,170649,171849,173897,175097,176297,177497,172625,174771,175971,177171,178371,180292,182249,183449,184649,185849,181274,182474,183674,185826,187026,188226,190230,191430,192630,193830,189174,190374,191574,193661,194861,196769,197969,199169,200369,202347,197802,199902,201102,203020,204220,205420,206620,207820,209020,210220,211420,206482,207682,209765,210965,212165,214246,215446,216646,218725,219925,215371,216571,217771,219851,221856,223756,224956,226928,228128,229328,224810,226010,227210,228410,229610,230810,232010,234192,235392,236592,231720,232920,235056,237128,238328,239528,240728,241928,243979,246036,247236,242319,244481,245681,247606,248806,250006,252147,253347,255531,257445,252762,253962,255162,256362,257562,258762,259962,262134,263334,264534,259782,260982,262182,263382,264582,265782,266982,268182,269382,270582,271782,267141,268341,270339,271539,272739,273939,275139,276339,277539,279677,274904,276104,277304,278504,279704,280904,282996,285051,286251,287451,289466,284537,286701,287901,290088,291288,292488,293688,295670,296870,298070,299270,294257,296251,298166,299366,300566,302728,304922,306122,307322,308522,309722,304937,306137,308315,310482,311682,313622,314822,316022,317222,318422,319622,320822,316103,317303,318503,320487,321687,323854,325054,326254,327454,328654,323965,325865,328004,329204,331233,332433,333633,335592,336792,337992,333102,334302,335502,337589,338789,339989,341909,343109,344309,345509,347510,342722,343922,345122,346322,348226,349426,351509,352709,353909,355878,351147,352347,354394,355594,357641,358841,360041,361957,363157,364357,359380,360580,362654,363854,365803,367003,368203,370347,371547,372747,373947,369177,371178,372378,373578,375556,376756,377956,380013,382113,383313,378546,379746,380946,382146,383346,384546,385746,386946,388146,389346,384708,385908,387108,389076,390276,391476,393425,395603,397635,398835,394188,396358,397558,398758,400895,402095,404121,405321,406521,407721,402942,404909,406831,408874,410074,412228,413428,414628,415828,417028,418228,413605,414805,416779,418801,420001,421201,422401,424483,426441,428351,430404,425688,426888,428088,429288,430488,432475,434435,435635,436835,438035,433046
